tokens,objects,attributes,relations,relations_per_object,attributes_per_object,noun_chunks,noun_chunks_per_prompt,adjectives_per_noun_chunk,prep_phrases,conjunctions,dependency_depth,atoms_per_20_tokens,objects_per_20_tokens,attributes_per_20_tokens,relations_per_20_tokens,dataset,prompt_index,prompt
60,18,8,17,0.9444444444444444,0.4444444444444444,18,18,0.4444444444444444,10,3,8,14.333333333333334,6.0,2.6666666666666665,5.666666666666666,TIIF-Bench (long),1234,"Resting at the bottom, with an eclectic array of objects and creatures, lies one solitary tomato, juxtaposed against a lone book—a repository of knowledge—flanked by two delicate eggs, each a fragile vessel of life, alongside a trio of inquisitive rabbits, each one softly breathing, their noses twitching in curiosity, and three gleaming knives, their edges sharp and definitive."
86,22,11,23,1.0454545454545454,0.5,25,25,0.44,14,5,13,13.02325581395349,5.116279069767442,2.558139534883721,5.348837209302325,TIIF-Bench (long),1235,"In the vast expanse of the serene campground, where nature whispered its eternal secrets to those who cared to listen, eight tents were pitched, their vibrant colors and varied shapes dotting the landscape like a quilt of human presence laid carefully upon the embrace of the earth; several of these temporary sanctuaries were strategically positioned on the right side of the clearing, where they caught the gentle caress of sunlight filtering through the canopy and the soft rustling of leaves played the symphony of the wilderness."
51,16,4,16,1.0,0.25,14,14,0.2857142857142857,7,4,12,14.11764705882353,6.2745098039215685,1.5686274509803921,6.2745098039215685,TIIF-Bench (long),1236,"Five hamburgers, sizzling merrily on the grill side by side, filled the air with a mouthwatering aroma that tantalized the senses, curling upwards and mingling with the gentle breeze, as though weaving an invisible tapestry of savory delight, evoking memories of summer barbecues and the comforting warmth of home-cooked meals."
63,15,6,17,1.1333333333333333,0.4,15,15,0.4,7,3,11,12.063492063492063,4.761904761904762,1.9047619047619047,5.396825396825396,TIIF-Bench (long),1237,"Upon the expansive deck of a solitary ship, which rests gently amidst the vastness of the azure seas, there stand two majestic horses, their manes billowing gracefully in the salt-tinged breeze, while nearby, three intricately crafted bowls, polished to a gleaming shine, quietly occupy their space alongside these noble creatures, evoking a serene tableau that captures the eye and stirs the imagination."
49,13,5,14,1.0769230769230769,0.38461538461538464,13,13,0.38461538461538464,6,1,8,13.061224489795917,5.306122448979592,2.0408163265306123,5.7142857142857135,TIIF-Bench (long),1238,"Amidst the curious tableau, three women stand gracefully to the left, casting their presence over an intriguing collection that includes two gleaming plates, four elegantly designed bags, four sturdy printers poised for action, and four lively chickens, each element contributing to the peculiar yet captivating harmony of the scene."
125,36,12,36,1.0,0.3333333333333333,36,36,0.3333333333333333,22,5,10,13.440000000000001,5.76,1.92,5.76,TIIF-Bench (long),1239,"In the quiet corner of the room, where a blend of art and nature creates a picturesque tableau, two paintings hang elegantly on the wall, casting their silent stories in hues both vibrant and serene. Below these works of art, nestled inconspicuously, two eggs lie in their fragile dispositions, silently balancing the gravity of their existence against the surrounding ambiance. Nearby, in close proximity to this delicate setup, four rabbits lounge with an enchanting stillness. Each rabbit, with its coat of fur gleaming softly in the light that filters through the room, watches over the scene with vigilant eyes, embodying the gentle essence of spring's innocence; their presence infuses a peculiar harmony into the setting, as if guarding a secret known only to them."
85,21,14,21,1.0,0.6666666666666666,21,21,0.6666666666666666,11,1,9,13.176470588235293,4.9411764705882355,3.2941176470588234,4.9411764705882355,TIIF-Bench (long),1240,"Beneath the sturdy surfaces of two tables, there reside three quietly observant mice, their whiskers twitching in the dim light. Not far from this peculiar assembly, stand four vibrant tents, their fabric billowing gently in the breeze. Adjacent to these, sit four sleek televisions, their screens blank and reflective, capturing the ambiance of the surrounding scene. Observing this curious tableau are two boys, their eager eyes taking in every detail of the unusual arrangement, each piece contributing to the larger, intricate tapestry of this moment."
34,11,4,8,0.7272727272727273,0.36363636363636365,11,11,0.36363636363636365,6,2,8,13.529411764705884,6.470588235294118,2.3529411764705883,4.705882352941177,TIIF-Bench (long),1241,"In the stillness of the room, one solitary cat, its eyes gleaming with curiosity and silent contemplation, fixed its unblinking gaze upon the three plates meticulously arranged side by side on the wooden table."
42,10,4,8,0.8,0.4,12,12,0.3333333333333333,4,4,11,10.476190476190476,4.761904761904762,1.9047619047619047,3.8095238095238093,TIIF-Bench (long),1242,"In the room, where four humble stools were nestled closely together, three men and two girls found their perches, while before them stood four desks each dignified with the presence of a bowl that harmonized the space with its quiet, utilitarian grace."
61,14,12,15,1.0714285714285714,0.8571428571428571,16,16,0.75,7,2,10,13.442622950819672,4.590163934426229,3.9344262295081966,4.918032786885246,TIIF-Bench (long),1243,"On the summits of two sturdy, wooden desks, there gracefully rest three majestic swans, their pristine white feathers glistening in the gentle light. Nearby, within the same quaint setting, three birds, each chirping melodiously, find themselves perched with keen interest around a singular paddle and a solitary television, creating an intriguing tableau that captures the interplay between nature and human artifacts."
62,14,8,20,1.4285714285714286,0.5714285714285714,17,17,0.47058823529411764,11,2,15,13.548387096774192,4.516129032258064,2.5806451612903225,6.451612903225806,TIIF-Bench (long),1244,"Bathed in the gentle, golden warmth of the afternoon sun, eight serene cats, each seemingly sculpted from blissful contentment, lounged in an arrangement that saw three sleek, fur-coated figures situated to the right of five of their companions, all of them collectively soaking up the solar caress as they sprawled lazily, sharing in the silent communion of unspoken ease and tranquility."
58,15,10,16,1.0666666666666667,0.6666666666666666,14,14,0.7142857142857143,10,3,12,14.137931034482758,5.172413793103448,3.4482758620689657,5.517241379310345,TIIF-Bench (long),1245,"Under the expansive, watchful sky, three boys, each with a camera poised eagerly in their small yet steady hands, snapped vibrant and fleeting pictures, capturing the world before them in vivid snapshots of stillness, all while standing side by side, their shadows mingling on the sunlit ground like an intricate tapestry woven by the day's golden light."
114,32,18,28,0.875,0.5625,28,28,0.6428571428571429,16,9,10,13.68421052631579,5.614035087719298,3.1578947368421053,4.912280701754385,TIIF-Bench (long),1246,"Arrayed upon the expansive table, forming a display both curious and abundant with life's simple delights, are three plump chickens positioned to the left of a trio of savory, succulently stacked hamburgers. Meanwhile, across the table’s surface, like an eclectic collection of life's varied moments, rest four pristine cups, each arranged with precise and deliberate placement. Nearby, a small train stands with an air of imagination and childhood nostalgia, snippets of journeys untaken and adventures imagined. Completing this eclectic tableau are four rotund pigs, their forms juxtaposed whimsically against the culinary and toy offerings, making the entire scene both harmonious in its diversity and unified in its presentation of everyday wonders."
73,23,7,19,0.8260869565217391,0.30434782608695654,22,22,0.3181818181818182,8,3,6,13.424657534246576,6.301369863013698,1.917808219178082,5.205479452054794,TIIF-Bench (long),1247,"Near three chairs, arranged haphazardly as if abandoned mid-conversation, one woman sits, her posture a study in poised serenity, while she holds a single knife, its blade glinting subtly in the dappled sunlight. Around her, three butterflies flutter in a whimsical dance, their fragile wings painting arabesques in the air. Meanwhile, four camels rest, their hulking forms settled comfortably on the warm, sun-kissed earth, like ancient sentinels surveying a tranquil realm."
69,16,11,18,1.125,0.6875,18,18,0.6111111111111112,10,4,8,13.043478260869566,4.63768115942029,3.1884057971014492,5.217391304347826,TIIF-Bench (long),1248,"In an unexpected tableau that challenged the norms of reality and tangled the boundaries of imagination, four televisions found their precarious perches atop the broad, sturdy backs of four bears, each bear gazing enigmatically into the distance, undisturbed by its unusual burden. Meanwhile, positioned nearby and keenly attentive, two curious chickens stood as silent observers, their beady eyes fixed intently upon the peculiar and whimsical arrangement unfolding before them."
50,13,8,12,0.9230769230769231,0.6153846153846154,12,12,0.6666666666666666,5,3,8,13.200000000000001,5.2,3.2,4.8,TIIF-Bench (long),1249,"In the bathroom's stylishly tiled and unexpectedly serene interior, three plush pillows, each bearing their own unique pattern and hue, rested comfortably on one side, while on the opposite stretch, four gleaming sinks stood in orderly precision, their stainless surfaces reflecting the soft ambient light diffused in the room."
134,36,20,36,1.0,0.5555555555555556,33,33,0.6060606060606061,20,9,9,13.731343283582088,5.3731343283582085,2.9850746268656714,5.3731343283582085,TIIF-Bench (long),1250,"Upon the summit of the surface before us, where delightful confections are displayed like crowned jewels atop an ornate banquet, three decadent, sumptuous cakes rest serenely, their presence accompanied by the industrious hum of four bees, buzzing about as if composing a symphony of nature's own creation. Lending a sense of patriotism and festivity to the picturesque tableau, three flags flutter gently in the ambient breeze, their colors vivid against the azure sky. Adding a harmonious note to the scene, two elegantly crafted guitars lay poised as if ready to strum a melody into the air. Anchoring the domestic tableau with their imposing yet silent promise of cool refuge, four gleaming refrigerators stand in majestic formation, each a testament to modern convenience and function, completing the extraordinary yet familiar vignette of everyday wonders."
63,19,7,14,0.7368421052631579,0.3684210526315789,18,18,0.3888888888888889,5,3,9,12.698412698412698,6.031746031746032,2.2222222222222223,4.444444444444445,TIIF-Bench (long),1251,"By the tranquil, shimmering pond, three frogs, each distinct in their mottled hue and size, croaked sonorously, their rhythmic calls creating an echo that danced across the water's surface; the first frog stationed to the left of its companions, lending the scene an asymmetric charm as the diaphanous moonlight caressed their glossy skins and the whispering breeze gently rustled the surrounding reeds."
89,26,11,27,1.0384615384615385,0.4230769230769231,26,26,0.4230769230769231,17,5,9,14.382022471910112,5.842696629213483,2.4719101123595504,6.067415730337079,TIIF-Bench (long),1252,"In a whimsical tableau before us, amidst the gentle caress of sunlight filtering through scattered clouds, there stand three cars with their polished surfaces gleaming like sleeping beasts of metal, and beside them, three people poised in serene contemplation; these figures and vehicles together create a curious juxtaposition, a silent spectacle where, hovering just beyond their presence, four peaches rest in delicate arrangement to the right, their soft skin hinting at the promise of succulent sweetness and conjuring visions of nature’s bounty in this peculiar yet harmonious scene."
58,16,7,13,0.8125,0.4375,16,16,0.4375,5,6,8,12.413793103448276,5.517241379310345,2.413793103448276,4.482758620689655,TIIF-Bench (long),1253,"Two guitars, their polished wood gleaming softly in the dim light, sat quietly near four flickering candles, whose gentle flames danced and wavered, casting a golden glow around them; together they created an atmosphere steeped in romance and tranquility, as if their harmonious presence and the warm, inviting light were whispering an unspoken melody of serenity and connection."
46,11,5,16,1.4545454545454546,0.45454545454545453,11,11,0.45454545454545453,9,1,8,13.91304347826087,4.782608695652174,2.1739130434782608,6.956521739130435,TIIF-Bench (long),1254,"Positioned with a certain precision, two gleaming cars rest to the left of a trio of silent clocks, ticking softly in unison, while nearby, a solitary bottle gracefully stands to the left of two precisely placed microwaves, waiting expectantly for their next burst of culinary activity."
63,19,7,16,0.8421052631578947,0.3684210526315789,19,19,0.3684210526315789,10,6,10,13.333333333333332,6.031746031746032,2.2222222222222223,5.079365079365079,TIIF-Bench (long),1255,"In a quaint and cozy cabin, where the gentle glow of the firelight danced upon the walls, a bear with its rustic charm sat tranquilly on the side of two majestic horses. Meanwhile, two plush and inviting sofas, crafted with deep buttoned upholstery and exuding an air of warmth and comfort, filled the heart of the cabin, creating an atmosphere of serene repose."
76,20,12,19,0.95,0.6,18,18,0.6666666666666666,10,3,9,13.421052631578947,5.263157894736842,3.1578947368421053,5.0,TIIF-Bench (long),1256,"In a softly lit room, where the gentle flicker of candlelight cast dancing shadows, four elegantly shaped cups rested serenely beside three tall and slender candles, their faint glow reflecting off the pristine surfaces. Meanwhile, two graceful fish, their scales sparkling with a subtle luminescence, swam gracefully in a rhythmic dance around two sturdy desks, both positioned on the polished wooden surface of the table, creating an enchanting tableau that spoke silently of balance and calm."
67,21,5,18,0.8571428571428571,0.23809523809523808,19,19,0.2631578947368421,10,3,12,13.134328358208956,6.268656716417911,1.4925373134328357,5.3731343283582085,TIIF-Bench (long),1257,"In the tranquil embrace of nature's canvas, four ducks, with feathers adorned in hues that danced like gentle brushstrokes against the verdant backdrop, quacked harmoniously by the pond; they were all gathered at the water's edge, their presence united as they bathed in the serene mirror of the pond's glass-like surface that reflected the sky's tranquil expanse and whispered ripples of light."
53,14,5,15,1.0714285714285714,0.35714285714285715,16,16,0.3125,7,0,10,12.830188679245282,5.283018867924528,1.8867924528301887,5.660377358490566,TIIF-Bench (long),1258,"On one side, nestled in the gentle embrace of the dimly lit room, three guitars harmoniously strummed a soothing melody, their chords weaving together an intricate tapestry of sound that infused the air with a serene tranquility, creating an ambiance so peaceful it seemed to envelop every listener in a cocoon of calm."
51,15,5,15,1.0,0.3333333333333333,16,16,0.3125,7,2,10,13.725490196078432,5.882352941176471,1.9607843137254901,5.882352941176471,TIIF-Bench (long),1259,"Perched prominently atop the stage, two drums, whose resonant echoes pulsed through the air with an almost palpable vivacity, added a vibrant rhythm to the music, enhancing the soundscape with their lively beats that cascaded in harmonious consonance, weaving intricate patterns of tempo and energy that engaged and entranced the listeners."
83,24,11,22,0.9166666666666666,0.4583333333333333,22,22,0.5,11,5,11,13.734939759036145,5.783132530120482,2.6506024096385543,5.301204819277109,TIIF-Bench (long),1260,"In a tranquil clearing where the forest gently gives way to open ground, three formidable bears, their fur glistening in the dappled sunlight, and one solitary chicken, a curious sight beside such mighty creatures, stand poised near three tents, their canvas flaps rippling in the gentle breeze; scattered upon the earth in seemingly random abandon lie three knives, gleaming coldly under the pale light, each positioned as if waiting to play a silent role in this scene of wilderness harmony and latent tension."
82,20,6,25,1.25,0.3,26,26,0.23076923076923078,12,6,10,12.439024390243903,4.878048780487805,1.4634146341463414,6.097560975609756,TIIF-Bench (long),1261,"In the intriguing tableau that unfolds before us, there stands a solitary figure, yet his presence commands attention in a unique and thought-provoking manner; positioned directly behind him, one cannot help but notice the quartet of clocks, each in harmonious company with one of the four toys, their relation echoing a palpable sense of symmetry and rhythm that captivates the observer and invites contemplation on the nature of time and play, intertwined in an enigmatic dance that transcends the mundane."
63,17,7,18,1.0588235294117647,0.4117647058823529,15,15,0.4666666666666667,9,6,9,13.333333333333332,5.396825396825396,2.2222222222222223,5.7142857142857135,TIIF-Bench (long),1262,"A computer, veiled in shadow and carefully concealed from the observer's eye, a solitary microphone standing poised and ready to capture sound, and two flags, vibrant with color and gently rustling in an unseen breeze, completed the intricate setup of the scene, where each element played its silent role in the larger symphony of purpose, despite the computer remaining hidden from view."
78,22,9,20,0.9090909090909091,0.4090909090909091,24,24,0.375,12,4,15,13.076923076923077,5.6410256410256405,2.307692307692308,5.128205128205128,TIIF-Bench (long),1263,"Standing quietly amidst the modest tableau, a person finds themselves positioned before a pair of gently cushioned pillows and a duo of printers, those mechanical marvels that silently await the task of transcribing digital musings into tangible form. The scene is serene yet charged with potential—a bridge between comfort and creativity, where the softness of fabric coexists with the precise, hard lines of technology, offering a juxtaposition that is both compelling and strangely harmonious in its simplicity."
139,41,21,34,0.8292682926829268,0.5121951219512195,38,38,0.5526315789473685,19,10,8,13.812949640287771,5.899280575539568,3.0215827338129495,4.892086330935252,TIIF-Bench (long),1264,"In a dynamic tableau teeming with life and vibrant energy, four burly bears—with their fur catching the light in dazzling shades and their eyes gleaming with curiosity—stand side by side with four placid cows, their gentle eyes placidly surveying the surroundings. These creatures, forming a harmonious union of wild and domestic, are poised in the foreground of an intriguing panorama, while in the background, a solitary swan epitomizes grace and elegance, gliding with serene majesty upon an invisible pond. Meanwhile, two sturdy trucks, perhaps conveyances of future adventures, loom large and silent, their metal frames exuding strength and potential against the horizon. Completing this picturesque scene are three gentle sheep, peacefully grazing with a sense of calm assurance, their woolly coats softly shifting with the breeze, as if nature herself is orchestrating this moment of perfect tranquility."
73,21,9,18,0.8571428571428571,0.42857142857142855,21,21,0.42857142857142855,10,3,9,13.150684931506849,5.7534246575342465,2.4657534246575343,4.931506849315069,TIIF-Bench (long),1265,"In a vista that draws one's eye with its curious juxtaposition of motion and stillness, four helicopters hover gracefully in the sky above, their presence vibrant and commanding, while three candles flicker with tranquil elegance below, casting gentle shadows in their soft glow; yet, in pronounced contrast, the concealment persists, for four elusive dogs remain veiled from sight, their identities hidden, leaving the mind to ponder the mysteries of their unseen existence."
81,28,9,19,0.6785714285714286,0.32142857142857145,25,25,0.36,12,6,10,13.82716049382716,6.91358024691358,2.2222222222222223,4.6913580246913575,TIIF-Bench (long),1266,"In a tranquil and contemplative setting, three turtles patiently sit, their serene presence gracing the space in front of three inviting sofas, which quietly await company, while nearby, three birds flit and flutter with an air of freedom and whimsy, adding a lively energy to the tableau; a singular, solitary boat rests peacefully in the scene, hinting at adventures across gentle waters, as four flags dance and ripple in the gentle breeze, injecting vibrant color and movement into the harmonious tableau."
68,15,7,16,1.0666666666666667,0.4666666666666667,17,17,0.4117647058823529,9,4,13,11.176470588235293,4.411764705882353,2.0588235294117645,4.705882352941177,TIIF-Bench (long),1267,"Upon a solitary desk, which stands quietly in the midst of the room, there sits one somewhat plump pig, content in its own little world, while nearby, an egg is cleverly concealed from view, hidden skillfully behind not one, but two crafted cups; furthermore, this small tableau is delicately completed by the presence of four juicy, sumptuous peaches arranged in a way that suggests both abundance and simplicity."
63,21,8,16,0.7619047619047619,0.38095238095238093,19,19,0.42105263157894735,9,4,9,14.285714285714286,6.666666666666666,2.5396825396825395,5.079365079365079,TIIF-Bench (long),1268,"In the foreground, where the focus of interest unfurls, three majestic camels stand in silent grandeur, their sleek forms casting faint shadows upon the earth; meanwhile, lying in quiet juxtaposition and offering a whisper of purpose, two paddles rest nearby, the vibrancy of their wooden surfaces paralleling the gentle coexistence of nature and stillness—a tableau speaking volumes without uttering a single word."
64,16,11,18,1.125,0.6875,16,16,0.6875,10,3,10,14.0625,5.0,3.4375,5.625,TIIF-Bench (long),1269,"In a brightly colored field bathed in the gentle glow of a fading sun, two elusive keys, cloaked in mystery and anticipation, lie subtly concealed behind one lone kite that dances with the capricious breeze, while three exuberant rabbits, with their fur kissed by the golden light, frolic joyously in the foreground, their playful antics embodying the quintessence of carefree delight and untamed innocence."
95,21,12,29,1.380952380952381,0.5714285714285714,23,23,0.5217391304347826,15,7,10,13.05263157894737,4.421052631578947,2.526315789473684,6.105263157894737,TIIF-Bench (long),1270,"In the quiet, dimly lit pantry, where a subtle nostalgia lingered in the air, four ripe bananas with gently spotted peels and two delectable cakes, their icing gleaming under the soft glow of a single overhead light, sat impeccably arranged in front of a sleek, shiny bicycle. This bicycle, poised as if eager for an escape down long-forgotten roads, was surrounded by four weathered books, each filled with tales untold and dreams long past, and watched over by a delicate butterfly, which fluttered gracefully, its wings brushing against the brim of reality and fantasy."
98,28,12,22,0.7857142857142857,0.42857142857142855,29,29,0.41379310344827586,15,8,9,12.653061224489797,5.7142857142857135,2.4489795918367347,4.489795918367347,TIIF-Bench (long),1271,"In the lively atmosphere of the zoo, under the expansive, azure sky, four graceful giraffes, their long necks stretching elegantly towards the heavens, stood captivatingly in front of two men with curious expressions upon their faces. Also present were four bowls, gleaming under the sunlight, and four televisions, each screen flickering with vibrant images of diverse wildlife. Amidst all this, two girls, their eyes wide with wonder and delight, gathered to witness the serene tableau, an amalgamation of nature and modernity, as if entering an ethereal realm where the boundaries between the wild and the human were blurred."
39,10,3,10,1.0,0.3,10,10,0.3,6,5,8,11.794871794871796,5.128205128205128,1.5384615384615385,5.128205128205128,TIIF-Bench (long),1272,"Near the gleaming, porcelain basin of the sink, there are two phones and two books, each resting as if in thoughtful contemplation, while behind them, almost like a guard of honor, four cakes stand, their presence undeniable and alluring."
75,23,9,20,0.8695652173913043,0.391304347826087,22,22,0.4090909090909091,11,5,12,13.866666666666667,6.133333333333333,2.4,5.333333333333333,TIIF-Bench (long),1273,"Nestled against the walls of the room and interwoven in a harmonious clutter, behind the four televisions—a quartet displaying the vibrant dances of pixels—and the four bowls whose curves echo the simplicity of domestic life, three bicycles stood poised and still, their metallic frames intertwined like a trio of silent sentinels, filling the entertainment center with a curious juxtaposition of technology and mobility, crafting a layered scene of intriguing complexity and visual depth."
43,12,6,12,1.0,0.5,12,12,0.5,8,2,10,13.953488372093023,5.5813953488372094,2.7906976744186047,5.5813953488372094,TIIF-Bench (long),1274,"In the radiant glow of the sunlit morning, five dogs, lined up like sentinels in front, wagged their tails with an exuberance that seemed to dance upon the gentle breeze, each swishing tail a vivid testament to their uncontainable joy and playful camaraderie."
112,34,13,31,0.9117647058823529,0.38235294117647056,34,34,0.38235294117647056,15,5,15,13.928571428571427,6.071428571428571,2.3214285714285716,5.5357142857142865,TIIF-Bench (long),1275,"In the tranquil setting, three microphones stand poised with a solemn vigilance, their sleek forms echoing the anticipation of voices yet to come, arranged with an unwavering symmetry in front of a single, formidable flag that commands the backdrop with its bold colors fluttering gently in an unseen breeze. Nearby, three paintings, each a masterpiece unto itself, add an artistic depth and a burst of visual intrigue to the environment; their brush strokes speak volumes, silently narrating tales of creativity and expression, while one solitary printer lies in quiet readiness, its mechanical precision prepared to immortalize words and images with seamless efficiency, thus completing the harmonious tableau of technology and artistry intertwined."
115,34,12,32,0.9411764705882353,0.35294117647058826,36,36,0.3333333333333333,18,5,12,13.565217391304348,5.91304347826087,2.0869565217391304,5.565217391304348,TIIF-Bench (long),1276,"In a peculiar tableau that evoked both curiosity and wonder, three refrigerators, tall and imposing like sentinels of the kitchen, stood with an air of stoic guardianship before four bowls, each humbly asserting its presence in a scene where practicality met the everyday. Nearby, three camels, their grand silhouettes etched against the backdrop of domesticity, mingled with an air of nonchalance amidst the hushed reverence of these commonplace objects. Meanwhile, four microphones, silent yet potent in their promise of amplified voices, completed the ensemble, their metallic sheen juxtaposed against the living, breathing forms and the utilitarian containers, together painting a picture that defied convention while holding steadfast to the stark simplicity of its original elements."
54,15,9,12,0.8,0.6,16,16,0.5625,7,6,13,13.333333333333332,5.555555555555555,3.333333333333333,4.444444444444445,TIIF-Bench (long),1277,"In front of an eager and curious crowd, five apples sat, their shiny surfaces reflecting the light as if they were strewn with diamonds, crunchy and delicious, with their vibrant allure capturing everyone's attention, drawing gazes with their rich tapestry of colors that exuded both freshness and the promise of sweet, crisp enjoyment."
32,8,5,8,1.0,0.625,7,7,0.7142857142857143,5,2,7,13.125,5.0,3.125,5.0,TIIF-Bench (long),1278,"In the serene expanse of the tranquil lake, three boats stood clearly visible, their silhouettes distinct against the shimmering water, while one, elusive and partially hidden, nestled behind them in quiet obscurity."
58,15,8,15,1.0,0.5333333333333333,15,15,0.5333333333333333,9,3,9,13.103448275862068,5.172413793103448,2.7586206896551726,5.172413793103448,TIIF-Bench (long),1279,"In that captivating scene, three majestic giraffes stand gracefully in front of four colorful kites, which flutter gently in the breeze as an enchanting backdrop, while, farther in the distance and shrouded in the soft, golden light of the afternoon sun, four steadfast tents can be seen, their silent presence adding depth and contrast to the mesmerizing tableau."
64,15,6,21,1.4,0.4,17,17,0.35294117647058826,10,4,14,13.125,4.6875,1.875,6.5625,TIIF-Bench (long),1280,"With four luxurious couches arranged strategically around the room, creating an inviting and comfortable atmosphere for all who entered, guests were warmly welcomed into a space designed for relaxation and conviviality, their comfort further secured by an additional layer of coziness provided by four plush pillows that lay quietly hidden beneath one of the couches, offering a subtle but essential touch of homely warmth."
95,24,15,24,1.0,0.625,22,22,0.6818181818181818,14,6,10,13.26315789473684,5.052631578947368,3.1578947368421053,5.052631578947368,TIIF-Bench (long),1281,"Amidst the tranquil and mundane setting of a room lined with three pristine sinks, beneath the understated luminescence of overhead light, there sits a solitary and enigmatic cat, poised with regal grace upon a boat that rocks gently as if cradled by invisible waves, gripping in its delicate paws a singular, gleaming knife that catches the light with a sinister glint, while not far from this most curious tableau, the majesty of a nearby ship silently bears witness, its imposing silhouette casting a watchful, almost sentinel-like presence over the peculiar tranquility of the scene."
75,21,10,19,0.9047619047619048,0.47619047619047616,22,22,0.45454545454545453,9,5,12,13.333333333333332,5.6000000000000005,2.6666666666666665,5.066666666666667,TIIF-Bench (long),1282,"In a scene of serene composition and subtle intrigue, four keys, each possessing their own quiet potential and enigmatic promise, are positioned with deliberate precision in front of three helmets that seem to stand guard, evoking a sense of ancient mystery, all while four lamps cast their gentle glow, illuminating this tableau with a warm and inviting light, allowing the viewer to ponder the relationship between these objects and their place in the larger narrative."
73,19,9,23,1.2105263157894737,0.47368421052631576,22,22,0.4090909090909091,13,2,12,13.972602739726028,5.205479452054794,2.4657534246575343,6.301369863013698,TIIF-Bench (long),1283,"In a quiet room, where the gentle hum of activity is a constant companion, a young girl, with an air of contemplation that suggests a story untold, occupies a solitary desk, at which sits a bottle that stands conspicuously in clear view, while, shrouded in a veil of secrecy, two bananas lie hidden from sight, concealed yet present in their silent obscurity, contributing to the intrigue of the tableau without altering its essence."
54,14,5,16,1.1428571428571428,0.35714285714285715,16,16,0.3125,9,5,10,12.962962962962962,5.185185185185185,1.8518518518518516,5.925925925925926,TIIF-Bench (long),1284,"In a delightful display of whimsy and innocence, a single frog sprang into the limelight, positioning itself directly before a trio of suitcases, each marked by its unique wear and tear, as the scene unfolded in a flourish of playful exuberance, capturing the essence of a moment that appeared both spontaneous and artfully crafted."
76,19,9,22,1.1578947368421053,0.47368421052631576,20,20,0.45,11,7,9,13.157894736842106,5.0,2.3684210526315788,5.7894736842105265,TIIF-Bench (long),1285,"In the cozy humdrum of a warm kitchen, two young girls, wearing aprons and smiles that spoke of both excitement and camaraderie, embarked on the delightful endeavor of cooking dinner, utilizing the cherished technology of three stalwart microwaves. These microwaves stood in silent duty, their presence crucially felt despite the peculiarity that one remained obscured, tucked away surreptitiously behind the others, as if it were a shy supporter preferring anonymity while aiding in the culinary symphony."
89,26,11,24,0.9230769230769231,0.4230769230769231,24,24,0.4583333333333333,11,3,11,13.707865168539326,5.842696629213483,2.4719101123595504,5.393258426966292,TIIF-Bench (long),1286,"Upon the well-worn, oak-wood table, basking in the soft glow of afternoon sunlight filtering through the window, four vibrant lemons were meticulously arranged, their bright, yellow skins exuding an irresistible freshness that caught the eye with a promise of zest and vitality. Meanwhile, hidden from immediate view, like secrets waiting to be uncovered, lay two perfectly crafted hamburgers, their savory allure concealed beneath the surface, alongside two nondescript suitcases whose contents remained a mystery, and a single, solitary balloon, its buoyant presence silently whispering of forgotten celebrations."
114,28,18,31,1.1071428571428572,0.6428571428571429,33,33,0.5454545454545454,15,4,11,13.508771929824562,4.912280701754385,3.1578947368421053,5.43859649122807,TIIF-Bench (long),1287,"In the tranquil tableau that unfolds before us, we see two noble camels, their graceful figures silhouetted against an unseen horizon, with one solitary sheep nestled close by, forming a curious and endearing trio. Behind them, almost hidden from immediate sight, three printers quietly reside, their modern metallic lines providing a stark contrast to the organic forms of the animals. These machines, silent and unassuming, are positioned beside two bowls, their ceramic surfaces perhaps reflecting traces of webbed patterns. Next to these, two books rest with patient wisdom, their covers closed but promising worlds within, thereby completing a scene that blends technology, tradition, and the timeless allure of literature in a single, harmonious composition."
45,13,5,9,0.6923076923076923,0.38461538461538464,11,11,0.45454545454545453,7,3,10,12.0,5.777777777777777,2.2222222222222223,4.0,TIIF-Bench (long),1288,"In a serene tableau of nature’s quiet offering, two birds, vibrant in their plumage, are perched delicately and gracefully in front of a solitary figure, a person whose gaze is intently fixed upon a singular bowl, perhaps contemplating its contents with curiosity or reflection."
70,17,10,20,1.1764705882352942,0.5882352941176471,19,19,0.5263157894736842,10,2,7,13.428571428571427,4.857142857142857,2.8571428571428568,5.7142857142857135,TIIF-Bench (long),1289,"In the tranquil setting where a simple stool stands prominently at the forefront, four vibrant balloons, each buoyantly floating above it, seem to dance weightlessly in the air, casting fleeting shadows that playfully intermingle below. Beside this humble stool, like culinary jewels in an earthy crown, rest three bananas, their curved forms presenting a striking contrast in color and shape, evoking a sense of quiet abundance in their serene juxtaposition."
59,15,6,16,1.0666666666666667,0.4,15,15,0.4,8,3,12,12.542372881355933,5.084745762711864,2.0338983050847457,5.423728813559322,TIIF-Bench (long),1290,"In a room dominated by the imposing presence of three towering refrigerators, which silently stand like sentinels in their chill sovereignty, there exists a humble tableau: four bowls, each one unique yet collectively harmonious, are stationed in a quiet formation, while nearby rests a lone fish, its presence adding a subtle touch of intrigue and contrast to the scene."
